Training with hyperparameters: alpha=0.05, lambda=0.0001
Training data: ./Syn_8_8_8_2_10000/syn_biny/rp30.train.npz
Test data:     ./Syn_8_8_8_2_10000/syn_biny/rn30.test.npz
Loaded data with shape [9000,26]
Defining graph...

Training on experiment 1/10...
0	Obj: 0.6976,	F: 0.6931,	Cf: 0.693,	Imb: 0.0072,	Val: 0.693,	ValImb: 0.0074,	ValObj: 0.70	ate_train: 0.0000,	pehe_train: 0.0000	ate_ood: 0.0000,	pehe_ood: 0.0000,	Acc: 55.86%,	cAcc: 48.05%
2100	Obj: 0.2885,	F: 0.0324,	Cf: 0.240,	Imb: 26,	Val: 0.152,	ValImb: 25,	ValObj: 0.40	ate_train: 0.0087,	pehe_train: 0.8753	ate_ood: 0.0247,	pehe_ood: 0.6592,	Acc: 99.61%,	cAcc: 91.80%
2200	Obj: 0.2865,	F: 0.0345,	Cf: 0.238,	Imb: 25,	Val: 0.160,	ValImb: 24,	ValObj: 0.40	ate_train: 0.0098,	pehe_train: 0.8607	ate_ood: 0.0304,	pehe_ood: 0.6526,	Acc: 99.61%,	cAcc: 89.84%
2300	Obj: 0.2833,	F: 0.0275,	Cf: 0.243,	Imb: 26,	Val: 0.164,	ValImb: 25,	ValObj: 0.41	ate_train: 0.0117,	pehe_train: 0.8670	ate_ood: 0.0326,	pehe_ood: 0.6439,	Acc: 99.61%,	cAcc: 94.92%
2400	Obj: 0.2839,	F: 0.0311,	Cf: 0.258,	Imb: 25,	Val: 0.187,	ValImb: 24,	ValObj: 0.43	ate_train: 0.0049,	pehe_train: 0.8737	ate_ood: 0.0322,	pehe_ood: 0.6599,	Acc: 99.22%,	cAcc: 92.97%
2500	Obj: 0.2814,	F: 0.0239,	Cf: 0.253,	Imb: 26,	Val: 0.172,	ValImb: 25,	ValObj: 0.42	ate_train: 0.0020,	pehe_train: 0.8529	ate_ood: 0.0256,	pehe_ood: 0.6258,	Acc: 100.00%,	cAcc: 93.36%
2600	Obj: 0.2760,	F: 0.0234,	Cf: 0.257,	Imb: 25,	Val: 0.169,	ValImb: 24,	ValObj: 0.41	ate_train: 0.0047,	pehe_train: 0.8503	ate_ood: 0.0160,	pehe_ood: 0.6196,	Acc: 99.61%,	cAcc: 89.45%
2700	Obj: 0.2700,	F: 0.0220,	Cf: 0.251,	Imb: 24,	Val: 0.168,	ValImb: 23,	ValObj: 0.41	ate_train: 0.0027,	pehe_train: 0.8569	ate_ood: 0.0242,	pehe_ood: 0.6296,	Acc: 99.61%,	cAcc: 92.58%
2800	Obj: 0.2728,	F: 0.0230,	Cf: 0.271,	Imb: 25,	Val: 0.185,	ValImb: 23,	ValObj: 0.43	ate_train: 0.0049,	pehe_train: 0.8535	ate_ood: 0.0142,	pehe_ood: 0.6080,	Acc: 99.61%,	cAcc: 94.14%
2900	Obj: 0.2701,	F: 0.0194,	Cf: 0.282,	Imb: 25,	Val: 0.178,	ValImb: 24,	ValObj: 0.42	ate_train: 0.0012,	pehe_train: 0.8576	ate_ood: 0.0153,	pehe_ood: 0.6031,	Acc: 98.05%,	cAcc: 92.19%
3000	Obj: 0.2589,	F: 0.0140,	Cf: 0.273,	Imb: 24,	Val: 0.183,	ValImb: 23,	ValObj: 0.42	ate_train: 0.0082,	pehe_train: 0.8704	ate_ood: 0.0233,	pehe_ood: 0.6078,	Acc: 99.22%,	cAcc: 89.84%
3100	Obj: 0.2546,	F: 0.0112,	Cf: 0.285,	Imb: 23,	Val: 0.171,	ValImb: 22,	ValObj: 0.41	ate_train: 0.0092,	pehe_train: 0.8746	ate_ood: 0.0300,	pehe_ood: 0.6514,	Acc: 100.00%,	cAcc: 94.92%
3200	Obj: 0.2595,	F: 0.0100,	Cf: 0.300,	Imb: 25,	Val: 0.180,	ValImb: 23,	ValObj: 0.42	ate_train: 0.0098,	pehe_train: 0.8772	ate_ood: 0.0284,	pehe_ood: 0.6228,	Acc: 100.00%,	cAcc: 94.14%
3300	Obj: 0.2606,	F: 0.0128,	Cf: 0.295,	Imb: 24,	Val: 0.182,	ValImb: 23,	ValObj: 0.42	ate_train: 0.0110,	pehe_train: 0.8707	ate_ood: 0.0395,	pehe_ood: 0.6159,	Acc: 99.61%,	cAcc: 92.19%
3400	Obj: 0.2566,	F: 0.0094,	Cf: 0.304,	Imb: 24,	Val: 0.189,	ValImb: 23,	ValObj: 0.43	ate_train: 0.0095,	pehe_train: 0.8748	ate_ood: 0.0310,	pehe_ood: 0.6177,	Acc: 100.00%,	cAcc: 91.80%
3500	Obj: 0.2581,	F: 0.0105,	Cf: 0.318,	Imb: 24,	Val: 0.185,	ValImb: 23,	ValObj: 0.43	ate_train: 0.0094,	pehe_train: 0.8831	ate_ood: 0.0318,	pehe_ood: 0.6294,	Acc: 100.00%,	cAcc: 91.41%
3600	Obj: 0.2581,	F: 0.0089,	Cf: 0.301,	Imb: 24,	Val: 0.193,	ValImb: 23,	ValObj: 0.44	ate_train: 0.0064,	pehe_train: 0.8638	ate_ood: 0.0232,	pehe_ood: 0.6088,	Acc: 100.00%,	cAcc: 93.36%
3700	Obj: 0.2538,	F: 0.0079,	Cf: 0.324,	Imb: 24,	Val: 0.192,	ValImb: 23,	ValObj: 0.43	ate_train: 0.0102,	pehe_train: 0.8854	ate_ood: 0.0326,	pehe_ood: 0.6444,	Acc: 100.00%,	cAcc: 90.62%
3800	Obj: 0.2552,	F: 0.0066,	Cf: 0.312,	Imb: 24,	Val: 0.191,	ValImb: 23,	ValObj: 0.43	ate_train: 0.0107,	pehe_train: 0.8792	ate_ood: 0.0303,	pehe_ood: 0.6429,	Acc: 100.00%,	cAcc: 93.36%
3900	Obj: 0.2574,	F: 0.0069,	Cf: 0.318,	Imb: 25,	Val: 0.197,	ValImb: 24,	ValObj: 0.44	ate_train: 0.0074,	pehe_train: 0.8715	ate_ood: 0.0262,	pehe_ood: 0.6180,	Acc: 100.00%,	cAcc: 94.53%
4000	Obj: 0.2545,	F: 0.0071,	Cf: 0.304,	Imb: 24,	Val: 0.195,	ValImb: 23,	ValObj: 0.43	ate_train: 0.0059,	pehe_train: 0.8664	ate_ood: 0.0288,	pehe_ood: 0.6175,	Acc: 100.00%,	cAcc: 96.88%
4100	Obj: 0.2586,	F: 0.0077,	Cf: 0.323,	Imb: 25,	Val: 0.194,	ValImb: 24,	ValObj: 0.44	ate_train: 0.0102,	pehe_train: 0.8869	ate_ood: 0.0342,	pehe_ood: 0.6270,	Acc: 99.61%,	cAcc: 92.19%
